text,label,sentiment
Good naman ang item walang damage gumagana naman hindi lng nasunod yung gusto kong kulay. Brown inorder ko pero red pinadala,2,Neutral
Wrong color pinadala. Hindi mn lang nag inform c seller. all black order ko. nadisappoint lng ako pag open ko.,0,Negative
Cute size manipis. walang quality nga lang parang isang hulog lang to wasak na.,2,Negative
Malabo at nkakahilo pag suot. Hndi rin fit sa mukha.,1,Negative
"Wrong item, hindi nakakatuwa ginagawa nyo seller kung ano paninda nyo yun ipost nyo hindi yung gusto nyo lang ng benta dismayado lang talaga ko sa item nyo sa tagal ko ng nagoorder sa shopee",0,Negative
"may basag po yung kabilang side pero gumagana pa namàn. Sana lang chinecheck muna ng seller before nya iship yung parcel, kasi parang nakakawalang gana naman pag may basag yung darating na binili mo. pero yung hangin is ok, naadjust yung lakas like real electric fan na may number 1, 2, 3",1,Neutral
hindi maganda yung mascara nilalagay mo palang kumakalat na kaagad ang itim sa mukaha parang may block eye tuloysa murang halaga talagang wag kana umasa na maganda yung quality. maganda naman yung mga eyebrows at concealer salamat parin kay seller at shopee,2,Neutral
Ayos sana kaso yung box sirang sira awit sainyo e HAHAHA nagana naman goods na pero sana next time sa ibang bibili maayos na yung packaging. Yun lang salamat ng marami,4,Neutral
"Bakit hindi po naka sealed mga lotions, i hope legit po. thanks kay kuya rider",2,Neutral
Ang Ganda ng phone I love it mapalitan ko na rin old phone ko na oppoA53 Salamat Seller basta oppo legit super Kuha ulit pag pwde na ulit spaylater ko,4,Positive
Yong cups na order ko may sira tas ayaw pa kunin nung nag deliver ibabalik ko Sana nag bayad Naman ako ng gusto bakit ganun ayaw ibalik Yung seller naman walang paki.,0,Negative
Matagal dumating mabagal mag charge mabilis malowbat. not worth it sayang pera,0,Negative
Okay sana kaso walang box at manipis pagkaka bubble wrap,3,Negative
"Almost 1 day before ma full charge yung item, then 2 unit ang na charge. Yung Isa na full charge, yung Isa 40% lang. Swertehan lang siguro sa item na mare received bagal ma full charge ng unit, bagal din mag charge sa cp",1,Negative
Putang ina mo seller wag na kayo bumili dito scamer di manlang nag charge cp ko,1,Negative
"Poor packaging. Nayupi na yung harap ng left shoe. Walang white na star sa likod, unlike dun sa ibang reviews. Manipis yung ilalim unlike sa original. Pwede na, sa malayuan pero halatang- halata na Class A or OEM pag tinitigan. At least mabilis shipping.",2,Negative
"Magalaw ang stand so I still need to put glue para somehow hindi magalaw. Pero once I put glue, magalaw pa rin siya hehe. Will not order again. Plus, damaged na yung box. Parang mindali lang yung pag package ah",0,Negative
Ganda po ng packaging balot ng bubble wrap at super bilis ng shipping. Maganda po at walang damage. Maraming salamat po!,3,Positive
Di pala pwede gamitin sa celphone ayaw gumana. diko tuloy ma test kung yung item is not working. pano eto gagana. Kapag derkta sa mobile ayaw naman. Ano dpat.,2,Negative
"Sirang sira yung box tas sobrang mabuhangin yung product. Nung tinesting ko sa phone, medyo wobbly at hindi stable kaya binuksan ko yung pinaka- base niya kasi medyo magaan kumpara sa nabili ko para sa parents ko dati. Pagbukas ko, basag yung semento. Doon pala galing yung buha- buhangin.",1,Negative
hay naku hndi quality. nag try ako mag blend ng apple. nilagyan ko unting tubig pra magdiretcho ang pag beblend wala effect. namamatay matay.,1,Negative
Maganda po. yung nasa picture kaso nong dumating okay lang naman d kagandahan yung quality tas yung strap d maayus ang pag kakatahi pero lay lang namn tahiin ko nalang mura lang namn,1,Neutral
Akala ko malaki 8 inches lang pala ang taas Pero pwede na pag tiyagaan,2,Neutral
Mali ang ang liter na napadala at lalong mali din yung design na ipinadala! na dito pa Ako nag order sa shop na toh Yung excited ka para sa anak mo sana gusto tapos mali2x Naman yung ipinadala aist,1,Negative
"at first akala ko di talaga nakakadurog kasi inislice ko na ng maliit, tapos nung binasa ko uli yung manual dun ko nagets na need ng water sorna haha, ganda, nasunod yung gusto kong kulay.",4,Positive
maganda namn cya kaso ang hina lng ang tagal ma full charge ng cellphone ko.,2,Neutral
Iba ung kulay na dumating and ang daming tastas hys.,1,Negative
Sayang ang pera ko dito. Ang Mahal 4 days ko lang nagamit. Di na ngtuturn On. Di na magamit. wow 4 days grabe. Mahuna ang product. And nasan Yung 7 days sa SS n sinasabi mo seller? Walang warranty. not worth to buy. Don' t hide my review. para fair enough sa iba.,0,Negative
Sakto lang medyo pricey sya. Sana lang matibay at tumagal.,2,Neutral
ok nmn po ang item at tela nya kaso XL ang inorder ko prang d sya XL prang small lng sya ndi tuloy kasya sa aswa ko thankyou sa rider na nag deliver,1,Negative
Sobra bilis magdeliver at ang ganda ng product at di k mattakot kasi secured n secured pag kaka packaging. nag uupadate din sila wala nga lng pic di pla ko nkpag save,4,Positive
Maliit tapos puro maraming himulmol yung pants. Pero okay na sana kaso super liit talaga siguro hanggang size 28 lang ganern.,1,Negative
"both earphones are working well di na magtatalo yung 2 kong kapatid at tig isa na sila ng gagamitin na earphone bought this coz it' s sale and has a free shipping and you get what you pay for, thank you and godbless.",4,Positive
Okay sana yung product kaso AYAW MAGREPLY NI SELLER. Ang dami ko sanang bibilhin and madami na din ako nabili sa kanya. More than a hundred na. Kaso ayaw talaga magreply.,1,Negative
"Yung sa Diversity na shirt, sa sample pictures may purple onti yung likod pero pag dating black and white lang talaga mismo yung kulang. Maganda pa naman sana yung design. Pero overall maganda parin naman quality kaya 4 stars parin. Next time sana exact yung design",3,Neutral
"Ayos na sana, kaya lang madaling masira, ayaw na mag on yung push bottom.",2,Negative
Hindi nagana Yung nakuha ko how sad pwede replace nlng,3,Negative
Diputa na sdcard to. Lahat ng files photo vedio galing sa phone ay niilipat ko sa sdcard na ito Nag not suport lahat hanggang sa nawala lahat ng mga file ko Wag na wag kayong magtiwala sa sdcard na ito Dahil masasayang lahat ng pinaghirapan nyo. Di nagwowork hanggang naformat ko ang sd card na to kasama lahat ng files vedio photos na pinaghirapan ko ng taon.,0,Negative
"Nangangati mukha ko sa cleanser, pero baka d talaga hiyang.",4,Negative
"Maliit po sa personal, sorry nag expect po kase ako na medyo malaki na kasya yung lippie",3,Negative
Nag lolose Yung Sa left earbuds Minsan nawawala Yung sound matagal bumalik Yung sound kahit na Yung Isa nagana,1,Negative
"Second time to order! Dito talaga kami oorder ng oorder lalo na kapag nag crave kami. We don' t really go out na because of pandemic kaya sulit na umoorder kami sa seller. Friendly na, lagi pa may freebie. Kararating palang pinag pyestahan na ng family ko kaya wala ng maayos na picture.",4,Positive
plastic lang yung bottle nya. una kong nabili is glass and same price lang. tas ito naglleak yung laman na liquid,0,Negative
Basag ang ilaw nakaka inis nag bayad ka nang ayos tapos ang e bigay sayo e basag na items.,0,Negative
As in tanggal yung takip at ang lagkit lagkit pa di ko na napicture yung plastic e sira Tapos di ko pa napapatugtog lobat na ng icharge ko naman saglit charge na testingin ko yun battery low na naman hay nku Pwede po ba ibalik to palitan nyo na lang po pls po.,1,Negative
Maganda po yung item ang soft niya and matibay siya. hoping natugal yung LED niya sa gilid unlike ng malaking LED mouse pad ko. Clear yung LED niya malinaw na malinaw kahit may ilaw kita mo. and sarap sa feel pag nag ge games. Thank you po Seller! Sa uulitin.,4,Positive
"maganda siya, triny ko sa friend ko. di matanggal agad, recommended for everyone na gustong mag eyeliner",4,Positive
"Maganda sya sulit ang pinambili, and tama po yung kulay ng product at kahit mura lang sya worth it bilhin. Thank you seller!",4,Positive
gumana nman nung dumating. excited aqu buksan kaso dissapointed aqu kase pagbukas ko black ung pinadala order ko kase blue. buti nlng nagana ok narin kahit papano,3,Neutral
Maganda sya at ang bait pang ng delivered salamat po god bless,4,Positive
"Bat madali lang malowbat, bagay na bagay talaga sa price yung quality. HAHHHAHAHA",1,Negative
Hindi po ito yung Inexpect ko na idedeliver sa akin na disappointed po ako sa bag dahil po may yellow po sya actually po maganda po Yung product kaso may dilaw dilaw po sya,2,Negative
Thank you seller hoping na okay ito at hindi malagkit sa balat. Sana din ay 500 ml nga ito. Kung ok samen ng anak ko ito na bilhin ko lagi. Anyway thank you and God bless sa business mo.,4,Positive
"A bit malabo, hindi ganun kaitim. Medyo makapal pa rin kapag ginamit. Pero okay na din naman. Thank you seller.",3,Neutral
Order received ok naman ang size nya para sa presyo medyo natagalan lang ang pag deliver niya at medyo fade na ung kulay ng bakal niya but ok nadin,2,Neutral
"Ist order may factory defect yun loob ng freezer ny, ky nag sabi ako kay seller ok naman yun reply ny kasi ini replacement naman kaso inabot ng isang buwan bago napalitan. anyway salamat at napalitan naman.",3,Neutral
kaka disappoint bilis ma lowbat wala pang ilang minuto lowbat na naka charge po magdamag yan pero wala pang 2 mins lowbat agad. never order again. sayang pera sayang pera sayang pera.,0,Negative
Ok naman yung item. Hindi lang siguro responsive si sir seller. Sorry pero yun ang na experience ko.,1,Neutral
Sira ang box. Ibang color ang idiniliver. Putol ang cord ng mic. Pero maganda naman speaker nya. Matagal pa dumating.,1,Negative
Ok nmn kaso kulang ng isang item. Palibhasa 14 pesos lang ang isa. Ahahaha.,2,Neutral
Black order ko pero brown bumating. Okay naman sya. Mali lang ng kulay,3,Neutral
Ang ganda malkas siya pero ang dumi niya nung dimating sakin,3,Neutral
nagtry lng aq bumili kc need dn ng anak q but its ok nmn. hnd nga lng tlga aq more satisfied kc nga ung design sa both side is hnd maganda ang pakatahi at hnd sya nka align in short hnd sya pantay tignan kita nmn po sa video na kinuha q. i will not recommend ds shop because the quality is not more satisfied. tnx sa rider n naghatid ng parcel q.,3,Neutral
Uk lang naman ung shoes kht papanu un lang madaling macra.,1,Neutral
Grabe ka seller! Nagbabayad naman kami ng maayos mare. Kung di mo kayang ipresyo sa affordable na price wag mong ipilit. Hindi yung ibaba mo nga presyo tas babalahurain mo naman yung item na makukuha ng customer mo. Anyway Sana masarap pa rin ulam mo.,0,Negative
My damaged ang tv as you at the picture. kaya need pa ipagawa nag loose ang screen sa pinakacase nya. siguro dahil sa pag dedeliver.,1,Negative
White inorder ko pero itim/ blue pinadala mo ayusin mo nman disappointed ako sa inyo,2,Negative
"Baka naman next time pwede nyo gawin metal yung adjusting tool ng relo. Wala e sira agad, plastic kasi",1,Negative
Dumating naan on time and gumagana naman yung product. My concern lang is yung paghandle sa may parcel lukot- lukot kasi yung box. Siguro mas improve pa yung packaging ng parcel then maglagay ng note na fragile. Another thing is yung sa mismong container may parang gasgas sa bottom.,3,Neutral
"sabi ko magkaibang kulay, pero 3 same color pa rin binigay nyo,",1,Negative
"Hndi naman pants to, tokong naman tong binebenta nyo halos hanggang knee lang ung haba sobrang dissapointed nkakaloka",0,Negative
"Sad to say, nag leak tung contents ng facial wash. Hindi naayos pagka pack. Sana next time di na magaya. Salamat pa rin seller.",4,Negative
Thank you seller ang ganda ng pakkage. at gumagana sya. hindi tulad ng seller n enorderan q hnd gumana d na din pinansin kahit sira d pinalitan pero sa inyo po approved ang ganda at thank you ulit,4,Positive
"Chinat ko si seller na idouble bubblewrap na next time kasi butas na ung bubblewrap nung natanggap ko, maulan pa naman ngayong mga araw na to at baka mabasa pa ung boxes. Complete naman yung kung ilang pcs. ng boxes.",2,Neutral
Super disappointed ako sa items nyo. Oo maganda sya pero Ang gaan nya D sya nakaka abot Ng 1m. Lowbat na hay sayang Ang pera sabagay mura lng Naman,0,Negative
Nakaka dismaya kala mo nung una ang ayos tas maganda tapos nung inaalis ko na sa plastic nag taka ako bat ang lagkit as in malagkit tapos sira pa yung pindutan sa itaas grabe. kung pwde lang sana ibabalik ko to nakakainis!,0,Negative
Manipis lang sure di mag tatagal. Yung una ko nabili sa ibang store last year makapal.,0,Negative
Chinarge ko na di naman nagana. Amp! Sayang lang. Hassle magreturn/ refund. God bless na lang sa shop nyo. Nagpapadala kayo ng defective.,3,Negative
Hindi gumagana ang blue. pano yan. sabi ko po na check nyo po. ang pink din hindi ok.,2,Negative
Super thankyou seller napakaganda ng itemssuper like ng mga anak ko Godblessyou more your business patuloy na palalaguin ng Lord Yan in Jesus name,3,Positive
Ambagal mag charge s real c3 ko kahit pang real me kaya nag palit uli ako ng charger,2,Negative
Ingat sa pag bili ng maramihan may naka halong sira. di man lang gi check,2,Negative
"Maganda yung items, maganda yung ilaw nya malakas din. Kaso lang may crack or damaged sa 2 items. Sana chineck muna ng seller yung items.",2,Neutral
yan ba yong 2 liters? bulag ba seller nito nagbenta pa kayo lintik,0,Negative
Seller thanks thanks thanks Klako hind na ddating po Nag alla po ako Thanks Shoppe Yung Rider nyo po Nammilit ng tip' s bkt po ganun,3,Positive
Super pangit ng tela ang nipis at maliit ang sizing. Not recommended.,0,Negative
Haynaku expected ko pa namang 2L blue na clear tas iba dumating wag kana mag negosyo seller kung nanloloko ka din lang. Ang linaw naman siguro yong variation ko ta yan yong inindicate mo. Nevermind gd luck sa business mo,0,Negative
"Hindi maganda yung product. Staka nagmessage ako sa seller na baka pwedeng pakistan hindi nagrereply, next time naman Sana wag naman ganun ngayon lang ako nakatanggap ng sirang product sa shoppee.",0,Negative
Very nice product. For my opinion legit yung smudge proof nya but hindi sya waterproof kaya I recommend this sa mga newbie sa mga gusto mag cat eye kasi madali syang mabura kahit wet wipes incase na nagkamali madali rin i- apply Thank You seller,4,Positive
"Trash at loose thread lahat ng gamit, wag kayo oorder dito masasayang lang pera niyo. Lahat ng turnilyo nahuhulog",0,Negative
Maganda siya peru yung tahi niya is hindi okay ang panget nung pag kakatahi,2,Negative
Yung divider po sa gitna tumataas kapag nilalagyan ng tubig so nabubuo lng na yelo is isang buo sa gitna Yung cover di rin ngcclose ng maayos kapag umangat na yung divider umaangat din yung cover so im not sure if this is a goodbuy or waste of money,2,Negative
not waterproof and poor yung service nila yung packaging hindi rin maayos isisisi sa rider ang damage kung sakaling masira ang product otw pero di naman inaayos ang pag pack. i wish i could rate it for 3 stars but 4 na rin since mura lang,3,Negative
"Grabeh, super effective nito. Worth it magpabudol para sa kagaya kong dry ang lips. Kaya kung dry din ang lips mo at naghahanap ng tinted lip balm, I guarantee you, di ka manghihinayang sa pagbili ng product na toh.",3,Positive
